cell ID:  0 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.36
cell ID:  505 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.65
cell ID:  506 	 	 real cell type: Peri 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.29
cell ID:  507 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rmst 	 	 probability: 0.55
cell ID:  508 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  509 	 	 real cell type: E6Tle4 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  510 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  511 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.4
cell ID:  512 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  513 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.95
cell ID:  514 	 	 real cell type: OliI 	 	 predicted cell type: E6Tle4 	 	 probability: 0.38
cell ID:  515 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  516 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.59
cell ID:  517 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  518 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.83
cell ID:  519 	 	 real cell type: E3Rorb 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.87
cell ID:  520 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  521 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  522 	 	 real cell type: Mic 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.75
cell ID:  523 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  524 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.95
cell ID:  525 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  526 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  527 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  528 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  529 	 	 real cell type: InV 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.73
cell ID:  530 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E6Tle4 	 	 probability: 0.44
cell ID:  531 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  532 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  533 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.96
cell ID:  534 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  535 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.86
cell ID:  536 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  537 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.8
cell ID:  538 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  539 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  540 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.87
cell ID:  541 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  542 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  543 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.89
cell ID:  544 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  545 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  546 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  547 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  548 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  549 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.97
cell ID:  550 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.5
cell ID:  551 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  552 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  553 	 	 real cell type: Clau 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  554 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  555 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  556 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  557 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.6
cell ID:  558 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  559 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.94
cell ID:  560 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.91
cell ID:  561 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  562 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.89
cell ID:  563 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  564 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  565 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  566 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.86
cell ID:  567 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  568 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  569 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.67
cell ID:  570 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.91
cell ID:  571 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  572 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.94
cell ID:  573 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  574 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.83
cell ID:  575 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  576 	 	 real cell type: InN 	 	 predicted cell type: InP 	 	 probability: 0.28
cell ID:  577 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.98
cell ID:  578 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.61
cell ID:  579 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  580 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.51
cell ID:  581 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.78
cell ID:  582 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  583 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.54
cell ID:  584 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.5
cell ID:  585 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  586 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  587 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  588 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  589 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  590 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.33
cell ID:  591 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.66
cell ID:  592 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.84
cell ID:  593 	 	 real cell type: InV 	 	 predicted cell type: E3Rorb 	 	 probability: 0.51
cell ID:  594 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  595 	 	 real cell type: E3Rmst 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.32
cell ID:  596 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  597 	 	 real cell type: E5Parm1 	 	 predicted cell type: E6Tle4 	 	 probability: 0.85
cell ID:  598 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.7
cell ID:  599 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  600 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.92
cell ID:  601 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.71
cell ID:  602 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.79
cell ID:  603 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  604 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.84
cell ID:  605 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.35
cell ID:  606 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  607 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.95
cell ID:  608 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.75
cell ID:  609 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  610 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  611 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  612 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  613 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  614 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  615 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.57
cell ID:  616 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  617 	 	 real cell type: Mic 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  618 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  619 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.85
cell ID:  620 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.85
cell ID:  621 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  622 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  623 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  624 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.71
cell ID:  625 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  626 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.78
cell ID:  627 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  628 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  629 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.61
cell ID:  630 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  631 	 	 real cell type: InS 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.87
cell ID:  632 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.9
cell ID:  633 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.89
cell ID:  634 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.82
cell ID:  635 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  636 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.71
cell ID:  637 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  638 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  639 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  640 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  641 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.74
cell ID:  642 	 	 real cell type: E3Rorb 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.88
cell ID:  643 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.79
cell ID:  644 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.29
cell ID:  645 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  646 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  647 	 	 real cell type: E6Tle4 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.34
cell ID:  648 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  649 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.93
cell ID:  650 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  651 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.65
cell ID:  652 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.5
cell ID:  653 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  654 	 	 real cell type: E3Rmst 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.68
cell ID:  655 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.28
cell ID:  656 	 	 real cell type: E6Tle4 	 	 predicted cell type: E3Rorb 	 	 probability: 0.74
cell ID:  657 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  658 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.77
cell ID:  659 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  660 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  661 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.91
cell ID:  662 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  663 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  664 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.91
cell ID:  665 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.77
cell ID:  666 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  667 	 	 real cell type: E3Rmst 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.6
cell ID:  668 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  669 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  670 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.71
cell ID:  671 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  672 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.43
cell ID:  673 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  674 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  675 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.45
cell ID:  676 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  677 	 	 real cell type: Mic 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  678 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  679 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  680 	 	 real cell type: E6Tle4 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  681 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  682 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.94
cell ID:  683 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  684 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  685 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  686 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  687 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  688 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.86
cell ID:  689 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.8
cell ID:  690 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  691 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  692 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.66
cell ID:  693 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.92
cell ID:  694 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  695 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  696 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.88
cell ID:  697 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  698 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  699 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.89
cell ID:  700 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  701 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  702 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  703 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  704 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.88
cell ID:  705 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  706 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  707 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.93
cell ID:  708 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  709 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  710 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  711 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  712 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.25
cell ID:  713 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.93
cell ID:  714 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.92
cell ID:  715 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  716 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  717 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.8
cell ID:  718 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.31
cell ID:  719 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  720 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  721 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  722 	 	 real cell type: E3Rorb 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.43
cell ID:  723 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.98
cell ID:  724 	 	 real cell type: E3Rorb 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  725 	 	 real cell type: E5Parm1 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  726 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  727 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  728 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  729 	 	 real cell type: OliM 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.81
cell ID:  730 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  731 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.81
cell ID:  732 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.86
cell ID:  733 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  734 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  735 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.82
cell ID:  736 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  737 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  738 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  739 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.93
cell ID:  740 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  741 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.89
cell ID:  742 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.92
cell ID:  743 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.25
cell ID:  744 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  745 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  746 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  747 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.9
cell ID:  748 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.93
cell ID:  749 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  750 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  751 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  752 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  753 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  754 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  755 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
